dst,org,distkm,border
19,5,802.163241,0
19,6,2291.340755,0
19,8,1075.591736,0
19,9,1721.097225,0
19,10,1563.458627,0
19,11,1438.287768,0
19,12,1812.801411,0
19,13,1374.969443,0
19,15,6382.126861,0
19,16,1729.816031,0
19,17,425.848277,1
19,18,652.398204,0
19,19,0.0,0
19,20,574.694056,0
19,21,863.308133,0
19,22,1248.632561,0
19,23,1982.400347,0
19,24,1464.386945,0
19,25,1814.185228,0
19,26,703.285302,0
19,27,474.1448,1
19,28,1094.332282,0
19,29,422.095566,1
19,30,1392.65042,0
19,31,526.790655,1
19,32,1972.682299,0
19,33,1794.754512,0
19,34,1594.498849,0
19,35,1391.610836,0
19,36,1471.811177,0
19,37,1440.512697,0
19,38,812.327217,0
19,39,921.67217,0
19,40,798.914347,0
19,41,2210.415353,0
19,42,1312.357934,0
19,44,1820.828165,0
19,45,1432.829964,0
19,46,606.270734,1
19,47,926.495505,0
19,48,1287.761083,0
19,49,1563.541846,0
19,50,1706.320538,0
19,51,1364.11757,0
19,53,2214.060008,0
19,54,1156.630837,0
19,55,417.57866,1
19,56,1157.849597,0
20,1,1222.49186,0
20,2,4510.020137,0
20,4,1278.662334,0
20,5,663.728939,0
20,6,1863.742968,0
20,8,625.599826,1
20,9,2206.592819,0
20,10,1988.762497,0
20,11,1854.670149,0
20,12,1847.396505,0
20,13,1501.901539,0
20,15,5963.608632,0
20,16,1501.528304,0
20,17,815.439958,0
20,18,1055.354746,0
20,19,574.694056,0
20,20,0.0,0
20,21,1152.290931,0
20,22,1034.785901,0
20,23,2519.163692,0
20,24,1883.363836,0
20,25,2310.535095,0
20,26,1268.938788,0
20,27,933.760412,0
20,28,1018.05328,0
20,29,517.118179,1
20,30,1320.574601,0
20,31,358.830956,1
20,32,1583.223341,0
20,33,2313.570351,0
20,34,2047.84412,0
20,35,827.805618,0
20,36,1980.394905,0
20,37,1740.683981,0
20,38,1008.978146,0
20,39,1362.897922,0
20,40,331.709825,1
20,41,1952.874782,0
20,42,1777.786092,0
20,44,2307.871305,0
20,45,1654.073971,0
20,46,678.356824,0
20,47,1106.601285,0
20,48,787.100152,0
20,49,1155.536147,0
20,50,2231.022545,0
20,51,1730.508718,0
20,53,2055.528054,0
20,54,1545.060222,0
20,55,992.146878,0
20,56,921.081906,0
21,1,549.679317,0
21,2,5250.992907,0
21,4,2398.640201,0
21,5,705.454067,0
21,6,3015.964539,0
21,8,1775.555109,0
21,9,1167.724471,0
21,10,876.66946,0
21,11,741.034314,0
21,12,1044.834077,0
21,13,570.67599,0
21,15,7115.250662,0
21,16,2566.14675,0
21,17,438.995538,1
21,18,276.774527,1
21,19,863.308133,0
21,20,1152.290931,0
21,21,0.0,0
21,22,947.621186,0
21,23,1591.205883,0
21,24,770.637772,0
21,25,1286.239769,0
21,26,811.011525,0
21,27,1220.963069,0
21,28,667.134611,0
21,29,635.449701,1
21,30,2254.53819,0
21,31,1320.85001,0
21,32,2729.150157,0
21,33,1344.546201,0
21,34,966.645152,0
21,35,1904.707418,0
21,36,1018.591075,0
21,37,595.208098,0
21,38,1657.876756,0
21,39,389.82687,1
21,40,1111.691207,0
21,41,3041.254952,0
21,42,744.683438,0
21,44,1265.003461,0
21,45,571.223227,0
21,46,1468.201883,0
21,47,208.24304,1
21,48,1449.43536,0
21,49,2302.955193,0
21,50,1287.458363,0
21,51,585.591168,1
21,53,3070.910402,0
21,54,428.322776,1
21,55,869.820326,0
21,56,1980.392749,0
22,1,511.040584,0
22,2,5543.51272,0
22,4,1898.650316,0
22,5,446.593912,1
22,6,2642.508075,0
22,8,1540.925748,0
22,9,2074.80019,0
22,10,1737.911208,0
22,11,1613.024473,0
22,12,941.486766,0
22,13,816.389324,0
22,15,6618.020252,0
22,16,2492.270479,0
22,17,1047.929564,0
22,18,1116.389298,0
22,19,1248.632561,0
22,20,1034.785901,0
22,21,947.621186,0
22,22,0.0,0
22,23,2527.142346,0
22,24,1640.897233,0
22,25,2196.428277,0
22,26,1635.895364,0
22,27,1722.728829,0
22,28,284.071715,1
22,29,828.851867,0
22,30,2354.629289,0
22,31,1380.043962,0
22,32,2439.019867,0
22,33,2274.871278,0
22,34,1854.797484,0
22,35,1396.686782,0
22,36,1958.625425,0
22,37,1286.584455,0
22,38,1980.2341,0
22,39,1335.526635,0
22,40,742.50269,0
22,41,2909.962676,0
22,42,1674.807126,0
22,44,2165.471305,0
22,45,1080.044452,0
22,46,1674.116291,0
22,47,747.230209,0
22,48,716.139164,1
22,49,2031.229223,0
22,50,2225.425512,0
22,51,1412.209985,0
22,53,3061.385912,0
22,54,1333.299212,0
22,55,1533.639485,0
22,56,1935.052621,0
23,1,2056.317292,0
23,2,5350.459789,0
23,4,3786.19784,0
23,5,2279.1083,0
23,6,4243.409698,0
23,8,3056.235433,0
23,9,498.990045,0
23,10,865.723485,0
23,11,955.682607,0
23,12,2206.619901,0
23,13,1860.296651,0
23,15,8276.941713,0
23,16,3545.492614,0
23,17,1726.238424,0
23,18,1518.736911,0
23,19,1982.400347,0
23,20,2519.163692,0
23,21,1591.205883,0
23,22,2527.142346,0
23,23,0.0,0
23,24,933.572642,0
23,25,390.328252,0
23,26,1295.156865,0
23,27,1938.41962,0
23,28,2243.080001,0
23,29,2069.032914,0
23,30,3094.073249,0
23,31,2496.447029,0
23,32,3908.042005,0
23,33,257.548331,1
23,34,725.613008,0
23,35,3345.373113,0
23,36,573.294064,0
23,37,1366.43709,0
23,38,2401.458364,0
23,39,1226.402309,0
23,40,2611.436288,0
23,41,4013.245675,0
23,42,852.35155,0
23,44,448.129106,0
23,45,1608.417307,0
23,46,2438.27518,0
23,47,1781.678044,0
23,48,3017.535096,0
23,49,3521.8952,0
23,50,304.080498,0
23,51,1166.975968,0
23,53,3890.815038,0
23,54,1196.159981,0
23,55,1615.064354,0
23,56,3049.788696,0
24,1,1146.420516,0
24,2,5554.131545,0
24,4,3152.355791,0
24,5,1472.480644,0
24,6,3731.324527,0
24,8,2491.192936,0
24,9,444.361993,0
24,10,106.515966,1
24,11,29.603693,1
24,12,1285.95393,0
24,13,927.921814,0
24,15,7833.269398,0
24,16,3187.379091,0
24,17,1079.021682,0
24,18,833.718541,0
24,19,1464.386945,0
24,20,1883.363836,0
24,21,770.637772,0
24,22,1640.897233,0
24,23,933.572642,0
24,24,0.0,0
24,25,565.546697,0
24,26,990.960984,0
24,27,1648.41145,0
24,28,1360.124579,0
24,29,1373.421788,0
24,30,2809.668108,0
24,31,1981.887771,0
24,32,3425.865029,0
24,33,676.776318,0
24,34,216.171314,0
24,35,2666.586463,0
24,36,450.319539,0
24,37,435.958501,0
24,38,2139.997578,0
24,39,542.722112,0
24,40,1879.036718,0
24,41,3669.025707,0
24,42,238.449647,1
24,44,527.719951,0
24,45,675.794557,0
24,46,2044.801039,0
24,47,921.642768,0
24,48,2213.402013,0
24,49,3006.947004,0
24,50,660.067884,0
24,51,235.993316,1
24,53,3640.102624,0
24,54,344.329697,1
24,55,1251.359193,0
24,56,2621.954601,0
25,1,1709.100782,0
25,2,5517.737992,0
25,4,3588.968704,0
25,5,1989.617533,0
25,6,4104.425708,0
25,8,2884.969457,0
25,9,121.912916,1
25,10,485.501489,0
25,11,590.863468,0
25,12,1820.498338,0
25,13,1491.406795,0
25,15,8182.347084,0
25,16,3469.292667,0
25,17,1497.016842,0
25,18,1266.936064,0
25,19,1814.185228,0
25,20,2310.535095,0
25,21,1286.239769,0
25,22,2196.428277,0
25,23,390.328252,0
25,24,565.546697,0
25,25,0.0,0
25,26,1182.309961,0
25,27,1864.114521,0
25,28,1913.457289,0
25,29,1827.401209,0
25,30,3044.665457,0
25,31,2340.284373,0
25,32,3780.421846,0
25,33,168.107002,1
25,34,350.079319,0
25,35,3124.563427,0
25,36,346.792394,1
25,37,988.610622,0
25,38,2350.897055,0
25,39,958.996723,0
25,40,2360.073079,0
25,41,3946.77531,0
25,42,547.144878,0
25,44,63.048669,1
25,45,1231.776233,0
25,46,2332.744708,0
25,47,1461.400534,0
25,48,2733.845153,0
25,49,3376.933517,0
25,50,232.256033,1
25,51,801.524069,0
25,53,3863.481363,0
25,54,867.08796,0
25,55,1497.509459,0
25,56,2938.495514,0
26,1,1345.635538,0
26,2,4583.820297,0
26,4,2506.961192,0
26,5,1245.147704,0
26,6,2949.574108,0
26,8,1766.192893,0
26,9,1109.950847,0
26,10,1065.969727,0
26,11,973.416752,0
26,12,1843.552578,0
26,13,1368.561883,0
26,15,7005.866399,0
26,16,2287.025605,0
26,17,598.378193,1
26,18,549.601352,1
26,19,703.285302,0
26,20,1268.938788,0
26,21,811.011525,0
26,22,1635.895364,0
26,23,1295.156865,0
26,24,990.960984,0
26,25,1182.309961,0
26,26,0.0,0
26,27,685.388035,1
26,28,1390.270309,0
26,29,914.489025,0
26,30,1867.165774,0
26,31,1203.532523,0
26,32,2616.778442,0
26,33,1131.664955,0
26,34,1045.49071,0
26,35,2093.048654,0
26,36,836.677726,0
26,37,1171.471375,0
26,38,1177.636418,0
26,39,547.73181,1
26,40,1434.588487,0
26,41,2764.566006,0
26,42,774.359406,0
26,44,1202.543543,0
26,45,1284.444089,0
26,46,1154.31136,0
26,47,998.095847,0
26,48,1901.13786,0
26,49,2226.885657,0
26,50,1037.423074,0
26,51,1001.281476,0
26,53,2691.808214,0
26,54,805.273134,0
26,55,320.979172,1
26,56,1764.039561,0
27,1,1631.58938,0
27,2,4030.073748,0
27,4,1989.199456,0
27,5,1276.302328,0
27,6,2325.950333,0
27,8,1233.167329,0
27,9,1794.963059,0
27,10,1732.886523,0
27,11,1627.323192,0
27,12,2234.890811,0
27,13,1776.153633,0
27,15,6339.885882,0
27,16,1610.862871,0
27,17,802.392732,0
27,18,958.769226,0
27,19,474.1448,1
27,20,933.760412,0
